ID;Название;Цена;Наличие;;
145;"Глитерный цветной гель ""Glitter"" - 3,5г - прозрачный, радужная нитка  [Star Nail]";42,1;0;;
150;"Глитерный цветной гель ""Glitter"" - 3,5г - розовый, радужная нитка [Star Nail]";42,1;0;;
2116;Набор гель-красок Эми, 10 шт.;1368;0;;
152;"Набор цветных гелей для дизайна ""Pastel"" - 8 цветов по 3,5 г [Star Nail]";398;0;;
159;"Набор цветных гелей-лаков для дизайна ""Runway"" - 8 цветов по 3,5г";373,5;0;;
144;"Набор цветных глитерных гелей ""Glitter"" - 8 цветов по 3,5 г [Star Nail]";428,4;0;;
121;"Набор цветных глитерных гелей ""Бриллиант"" - 8 цветов по 3,5 г";428,4;0;;
1108;УФ Гель Star Nail Whinter White / ярко белый,  14г, Файбергель T3;145;4;;
143;УФ Гель моделирующий, голограммный Shimmerize - 30г;287,3;0;;
163;"Цветной гель ""Runway"" - 3,5г - карамельный камуфлирующий розовый матовый";39;4;;
160;"Цветной гель ""Runway"" - 3,5г - красный яркий";38,4;0;;
165;"Цветной гель ""Runway"" - 3,5г - полупрозрачный яркий розовый";38,4;0;;
166;"Цветной гель ""Runway"" - 3,5г - яркий белый";38,4;0;;
161;"Цветной гель ""Runway"" 58 1/8 - 3,5г - сливовый перламутровый";38,4;0;;
162;"Цветной гель ""Runway"" 59 1/8 - 3,5г - насыщенный розовый перламутровый";39;4;;
164;"Цветной гель ""Runway"" 60 1/8 - 3,5г нежно-розовый матовый";38,4;0;;
2421;Цветной гель KittyTec 5г;35;64;;
158;"Цветной гель для дизайна ""Pastel"" - 3,5г - белый [Star Nail]";38,4;0;;
153;"Цветной гель для дизайна ""Pastel"" - 3,5г - желтый [Star Nail]";38,4;0;;
156;"Цветной гель для дизайна ""Pastel"" - 3,5г - зеленый [Star Nail]";38,3;0;;
157;"Цветной гель для дизайна ""Pastel"" - 3,5г - прозрачный [Star Nail]";38,3;0;;
154;"Цветной гель для дизайна ""Pastel"" - 3,5г - розовый [Star Nail]";38,3;0;;
155;"Цветной гель для дизайна ""Pastel"" - 3,5г - фиолетовый [Star Nail]";38,4;0;;
759;"Цветной гель для дизайна ""Пастель""-голубой -3.5 г. ";39;0;;
142;﻿Набор гелей-лаков для перманентного френча;338,2;0;;
Ошибка:510;<b>-- -- гели-лаки</b>;;;;
1669;База для гель-лака Kodi Rubber base, 12 мл.;131;15;;
1994;База для гель-лака Kodi Rubber base, 7 мл.;89;11;;
1523;Гель белый с кисточкой EniLux, 15 мл.;169;0;;
1272;Гель коди белый, красный, 10 мл;164;0;;
1414;Гель Эко 1242, 7 г.;68,1;0;81.72;
1797;Гель- лак Cuccio, 13 мл;202;34;;
1798;Гель- лак Cuccio, 3,7 мл;54;0;;
1698;Гель-лак G.LaColor, 10 мл.;85;250;;
1364;Гель-лак Inc, 15 мл.;99;75;;
2392;Гель-лак Kodi 12 ml (распродажа/брак);89;12;;
2016;Гель-лак Kodi, 7мл;89;481;;
1462;Гель-лак Trina;266,5;0;;
1685;Гель-лак с тонкой кистью Inc;127,4;0;;
1914;Грунтовка (малокислотный праймер) Cuccio Fuse, 13 мл.;190;0;;
2227;Топ, финиш, силлер  Cuccio, 13 мл.;190;2;;
1670;Топ-гель Kodi Rubber Top, 12 мл.;131;14;;
1993;Топ-гель Kodi Rubber Top, 7 мл.;89;9;;
756;УФ Гель-лак Kodi c кисточкой, 12 мл.;131;67;;
511;﻿Гель цветной Kodi, 4 мл.;56;0;;
